Blog,Website_Score,Page_rank_score ,Author_Score,Image_Quality_Score,Image_Score,final score ,FAKE/NOTFAKE
https://www.phillytrib.com/the_learning_key/healthy-eating-tips-for-the-busy-high-school-student/article_a9f00911-7716-5f16-ac43-d033a2b675f1.html,8.9,4.71,6.85,3.73,0.02,4.842,1
https://www.theschoolrun.com/homework-help/keeping-healthy,9.7,5.71,7.12,2.71,2.06,5.46,1
https://www.wgu.edu/heyteach/article/7-steps-to-take-if-you-want-to-be-a-healthy-teacher1806.html,9.6,4.44,6.77,2.12,1.78,4.942,1
https://preventionpluswellness.com/pages/healthy-lifestyle-guidelines-for-youth-and-young-adult-goal-setting,8.7,6.67,6.13,1.85,0.13,4.696,1
https://dhss.delaware.gov/dhss/dph/dpc/eatright.html,8.2,3.75,5.28,5.13,0.02,4.476,1
https://www.acponline.org/membership/medical-students/acp-impact/archive/august-2016/medical-student-perspective-tips-on-how-to-be-healthy-in-medical-school,9.7,6.67,6.39,2.7,0.52,5.196,1
https://www.netdoctor.co.uk/healthy-living/wellbeing/advice/a26020/health-tips-your-doctor-wishes-you-would-follow/,7.3,2.31,7.15,0.39,9.73,5.376,1
https://www.statesmanjournal.com/story/news/local/silverton/2020/12/23/tips-children-stay-healthy-during-pandemic/3960235001/,7.8,3.16,6.64,3.28,8.74,5.924,1
https://www.uspm.com/how-to-maintain-a-healthy-eating-lifestyle/,8.9,5,6.97,2.85,0.04,4.752,1
https://startcooking.com/10-tips-for-healthy-eating-during-exams,7.9,4.62,6.92,3.49,0.03,4.592,1
https://lifesum.com/nutrition-explained/maintain-your-healthy-lifestyle-with-these-7-tips,7.6,4.8,6.81,6.19,0.14,5.108,1
https://www.bajajallianz.com/blog/health-insurance-articles/how-to-maintain-a-healthy-lifestyle-tips-from-a-doctor.html,9.1,5.33,6.81,0.16,1.53,4.586,1
https://blog.reallygoodstuff.com/25-tips-for-creating-a-healthy-classroom-environment/,8.3,6.67,6.81,2.4,0.25,4.886,1
https://www.sane.org/information-stories/facts-and-guides/healthy-living,9.8,6.67,6.76,1.17,0.15,4.91,1
https://foodinsight.org/healthy-eating-on-campus-101/,8.3,2.47,6.97,3.35,9.7,6.158,0
https://www.eatright.org/health/weight-loss/your-health-and-your-weight/helping-kids-maintain-a-healthy-body-weight-a-cheat-sheet-for-success,9.2,10,6.47,1.84,0.11,5.524,1
https://www.medicalnewstoday.com/articles/322268,7.2,2.56,6.62,1.09,9.81,5.456,1
https://home.howstuffworks.com/community-living/5-tips-staying-healthy-living-dorm.htm,9.2,4.35,6.75,0.32,9.56,6.036,0
https://www.healthgrades.com/right-care/lifestyle-and-wellness/10-ways-to-stay-healthy-in-the-dorm,8.2,5,6.06,1.39,0.01,4.132,1
https://www.actionforhealthykids.org/activity/social-media-to-promote-health/,9.2,5,5.48,1.28,9.08,6.008,0
https://simple.wikipedia.org/wiki/Healthy_lifestyle,7.7,6.67,6.81,1.63,2.03,4.968,1
https://www.ncertbooks.guru/healthy-lifestyle-essay/,9.2,6.67,6.87,5.19,5.19,6.624,0
https://www.aarp.org/health/healthy-living/info-2017/50-ways-to-live-longer.html,8.9,6.67,6.59,2.66,0.03,4.97,1
https://www.careinsurance.com/blog/health-insurance-articles/healthy-aging-essential-healthy-lifestyle-tips-for-seniors,9,8,6.36,1.25,0.22,4.966,1
https://riseandshine.childrensnational.org/maintaining-healthy-habits-during-the-covid-19-pandemic/,8.1,5,6.77,4.64,0.07,4.916,1
https://uhs.berkeley.edu/news/tips-eating-healthy-busy-schedule,9.2,4.62,6.71,1.97,9.87,6.474,0
https://www.unitedwaydm.org/blog/5-ways-to-improve-health-in-your-community,9,3.33,6.37,5.93,0.06,4.938,1
https://www.harrisschool.edu/8-exercise-tips-for-busy-students/,9,10,6.85,4.23,3.12,6.64,0
https://www.oakbendmedcenter.org/2018/05/23/14-steps-to-a-healthy-lifestyle/,7.8,10,6.61,4.54,1.47,6.084,0
https://www.briantracy.com/blog/personal-success/3-easy-habits-to-a-healthy-lifestyle/,8.8,2.86,6.88,0.99,0.08,3.922,1
https://www.mdanderson.org/publications/focused-on-health/FOH-healthy-lifestyle.h11-1589835.html,9.5,9,6.72,2.04,0.06,5.464,1
https://www.ucl.ac.uk/students/news/2020/dec/8-top-tips-staying-healthy-veggie-or-vegan-student,9.6,4.32,6.87,2.38,0.49,4.732,1
https://www.healthnavigator.org.nz/healthy-living/c/covid-19-staying-healthy-in-a-lockdown/,9.5,3.69,6.86,1.87,4.65,5.314,1
https://www.pinterest.com/marielane926/healthy-living/,7.1,2.86,6.21,3.34,0.02,3.906,1
https://www.makeschool.com/blog/10-selfcare-tips-for-college-students,9.5,0,6.79,4.1,0.06,4.09,1
https://www.diabetes.org.uk/guide-to-diabetes/enjoy-food/eating-with-diabetes/10-ways-to-eat-well-with-diabetes,9.4,1,6.89,2.13,9.77,5.838,1
https://www.cbsnews.com/news/50-weight-loss-tips-for-college-students/,7,0,7,3.56,9.23,5.358,1
https://familydoctor.org/teenagers-how-to-stay-healthy/,9.7,0,6.78,1.79,0.02,3.658,1
https://www.healthychildren.org/English/ages-stages/teen/nutrition/Pages/A-Teenagers-Nutritional-Needs.aspx,9.1,0,7.11,1.36,0.08,3.53,1
http://dietitian.co.nz/articles/eating-well-for-teenage-girls.pdf,7.9,2,6.27,0.71,0.49,3.474,1
https://www.verywellhealth.com/teens-bad-food-habits-2610256,8.8,2.3,6.84,0.35,0.2,3.698,1
https://www.supersavvyme.co.uk/health/healthy-eating/nutrition-for-girls-over-10-and-teens,8.7,0,6.61,0.48,0.2,3.198,1
https://www.medindia.net/patients/lifestyleandwellness/diet-tips-for-teens.htm,8.8,0,6.58,0.31,0.04,3.146,1
https://rallycenteret.dk/Healthy-Diet-Plan-For-Teenage-Girl-To-Gain-Weight_183843/,8.3,3.25,6.61,1.25,0.13,3.908,1
https://healthengine.com.au/info/nutrition-in-adolescent-girls,8.3,0,6.61,2.29,0.63,3.566,1
https://naturalsuperkids.com/nutrition-for-teenagers-tips/,8.5,1.1,6.94,2.8,0.42,3.952,1
https://www.australianeggs.org.au/what-we-do/healthcare-professionals/hcp-factsheets/eggs-in-children-and-adolescents,9.6,0,6.42,2.08,0.16,3.652,1
https://shelfcooking.com/food-for-teenagers/,7.7,0,6.99,4.68,0.46,3.966,1
https://dietitiansaustralia.org.au/smart-eating-for-you/smart-eating-fast-facts/teens/,8.2,0,6.48,5,0.1,3.956,1
https://fustany.com/en/beauty/health--fitness/teenage-weight-loss-tips,8.4,0,7.04,2.1,0.38,3.584,1
https://dune.une.edu/an_studhandouts/,8.2,10,5.95,3.05,1.97,5.834,1
https://www.additudemag.com/win-the-food-fight/,9.3,10,6.92,0.15,0.01,5.276,1
https://livehealthy.chron.com/healthy-lunch-teen-girls-trying-lose-weight-9853.html,8.5,2.86,6.9,2.45,4.16,4.974,1
https://www.superkidsnutrition.com/3-easy-ways-to-get-your-teenager-to-eat-breakfast/,9.4,2,6.66,1.97,2.8,4.566,1
https://www.ridgmountpractice.nhs.uk/syndication/live-well/eat-well/healthy-eating-for-teens,8.5,1.89,5.2,3.22,0.58,3.878,1
https://www.superhealthykids.com/recipes/top-8-healthy-snacks-teenagers/,7.5,10,6.96,2.3,9.02,7.156,0
https://www.health.govt.nz/your-health/healthy-living/food-activity-and-sleep/healthy-weight/healthy-eating-teenagers,9.7,0,7.03,4.93,3.03,4.938,1
https://www.cookinglight.com/eating-smart/nutrition-101/how-to-talk-to-teen-losing-weight,7.7,0,6.48,0.54,9.81,4.906,1
https://wakemedvoices.com/2019/10/a-healthy-weight-and-body-image-for-teenage-girls/,7.7,5,6.57,2.99,0.01,4.454,1
https://www.gracepointwellness.org/1342-child-development-parenting-adolescence-12-24/article/45509-teenage-caloric-requirements,8.3,5.33,6.27,4.81,0.07,4.956,1
https://www.quora.com/How-did-you-lose-weight-as-a-teenager,6.3,1.67,6.61,4.87,0.64,4.018,1
https://www.planetayurveda.com/library/diet-plan-for-young-girls-during-puberty-patients/,9.8,3.08,4.24,1.88,0.18,3.836,1
https://www.healthyfood.com/advice/what-to-feed-sporty-teens/,8.9,10,6.78,3.14,9.02,7.568,0
https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/pcos-on-the-rise-among-teenage-girls/articleshow/32604739.cms,8.3,6,6.15,1.59,7.92,5.992,1
https://www.thenationshealth.org/content/45/10/36,8.9,2.31,6.6,1.47,0.13,3.882,1
https://www.chef4cf.com/nutrition-guide/healthy-eating/teen,9.1,3.2,6.69,5.67,0.44,5.02,1
https://developingminds.net.au/blog/2016/6/14/teenage-girls-eating-and-weight-why-we-cant-leave-it-in-entirely-up-to-them,8.9,0,7.27,3.85,0.89,4.182,1
https://www.betterhealth.vic.gov.au/health/HealthyLiving/parents-guide-for-active-girls,9.7,0,6.6,1.4,0.34,3.608,1
https://www.beeflambnz.co.nz/iron-deficiency-teenage-girls,8.1,3.33,6.76,0.96,0.06,3.842,1
https://food.ndtv.com/health/why-teenage-girls-should-never-take-diet-pills-for-weight-loss-1697131,8.3,5,6.53,5.44,0.14,5.082,1
https://buband.com/blogs/news/healthy-eating-tips-for-teenage-girls,7.7,0,6.37,1.15,7.81,4.606,1
https://www.cdc.gov/scienceambassador/documents/healthy-eating-pa.pdf,9,5,6.61,0.48,4.91,5.2,1
https://www.pakwangali.in/food-news/national-girl-child-day-diet-for-girl-healthy-and-balanced-diet-all-vitamins-and-minerals-in-hindi/article/957680.html,7.1,6.67,6.87,6.2,1.47,5.662,1
https://www.parents.com/kids/teens/weight-loss/help-kids-lose-weight/,7.4,5,6.87,4.24,9.82,6.666,1
https://timesofindia.indiatimes.com/life-style/health-fitness/diet/diet-plan-here-is-what-your-kid-should-eat/articleshow/51559475.cms,8.3,3.7,6.18,5.04,0.02,4.648,1
https://blog.decathlon.in/articles/weight-loss-indian-diet-chart,8.4,10,6.92,1.16,0.69,5.434,1
https://food-guide.canada.ca/en/tips-for-healthy-eating/teens/,8.9,4.44,6.88,2.21,9.49,6.384,0
https://www.timesnownews.com/health/article/anxiety-can-increase-the-risk-of-eating-disorders-in-teenage-girls-watch-out-for-these-symptoms/529217,9.6,4.41,6.94,6.11,0.02,5.416,1
https://bellyfatzone.com/how-to-lose-belly-fat-for-teenage-girls/,7.7,5.45,6.7,1.19,3.7,4.948,1
https://www.oprah.com/spirit/help-your-teenage-daughter-manage-her-weight-evelyn-resh/all,8.8,3.46,6.5,1.03,0.1,3.978,1
https://jillcastle.com/teenager-nutrition/7-ways-support-teen-growth-spurt/,8.9,6.67,6.87,4.25,0.01,5.34,1
https://www.childrens.com/health-wellness/what-young-athletes-should-eat-to-perform-their-best,9.4,4.41,6.71,4.24,0.21,4.994,1
https://diatribe.org/10-tips-teenagers-live-well-type-1-diabetes,9.2,2.31,7.05,2.93,0.84,4.466,1
https://www.canadianliving.com/health/nutrition/article/teaching-healthy-eating-habits-to-teens,9,3.33,7,2.9,0.11,4.468,1
https://ndtv.in/health/weight-loss-tips-in-hindi-weight-loss-tips-in-hindi-for-girl-at-home-best-exercises-for-weight-loss-2113176,7.4,2.4,6.87,5.15,1.08,4.58,1
https://thenourishedchild.com/teenage-weight-gain-what-to-do/,8.6,0,5.21,2.77,0.16,3.348,1
https://www.amazon.com/Intuitive-Eating-Workbook-Teens-Relationship/dp/1684031443,6.5,0,5.21,2.68,0.06,2.89,1
https://www.news-medical.net/health/Diet-for-Obese-Children-and-Teenagers.aspx,8.9,2.86,5.21,1.9,0.08,3.79,1
https://blog.nasm.org/how-to-coach-adolescents-on-nutrition-decisions,8,0,5.87,0.14,0.28,2.858,1
https://yourdreamtale.com/5-healthy-diet-tips-and-a-diet-plan-for-your-teenage-boy/,8.8,1,6.92,1.84,0.24,3.76,1
https://www.realmomnutrition.com/help-your-teenager-with-picky-eating/,8.5,0,6.89,3.17,0.08,3.728,1
https://www.vrg.org/nutrition/teennutrition.htm,7.4,0,6.27,2.52,0.37,3.312,1
https://www.active.com/fitness/calculators/bmr,9,0,6.61,1.64,0.05,3.46,1
http://ontm.lacasucciadiassisi.it/skinny-fat-to-fit-female.html,7.1,2,6.92,1.67,0.19,3.576,1
https://www.news.com.au/national/nsw-act/news/teenage-girl-flown-to-hospital-in-serious-but-stable-condition-after-quad-bike-accident/news-story/5239e6f79e03d9b16dce2d121a12d4f2,8.4,2.3,6.22,3.36,6.81,5.418,1
http://lyru.farmaciacampofiorenzo.it/proana-thinspiration-stories.html,6.8,0,6.92,3.36,6.81,4.778,1
https://www.issaonline.com/blog/index.cfm/kids-and-strength-training-when-can-they-start,9.5,0,6.5,6.13,4.79,5.384,1
https://www.healthdirect.gov.au/anorexia-nervosa,9.6,3.25,6.19,1.42,4.6,5.012,1
https://parade.com/1035465/marynliles/birthday-quotes/,9,0,7.32,1,0.11,3.486,1
https://www.zappautomacao.com.br/wp-content/cmolu5/yu9d4gb.php?id=05ce23-muscle-building-diet-for-teenage-girl,5.8,1.1,6.92,3.17,1.16,3.63,1
https://www.primature.gov.mg/index.php/Healthy/Healthy-Diet-Chart/For-Teenage-Girl-To-Gain-Weight_4d09a800b.htm,7.4,0,6.46,0.5,6.05,4.082,1
https://itvocana.com/?LOSS=how-to-lose-weight-fast-as-a-teenage-girl,6.5,0,6.92,0.36,0.62,2.88,1
https://examples.yourdictionary.com/hasty-generalization-examples-and-how-to-avoid-them.html,8.5,0,6.33,3.21,1,3.808,1
