Blog,Internal Links,Mobile,Headings,Page Titles,URL format,Amount of Content,Popularity,Freshness,Twitter,Images,Printability,Meta Tags,Server Behavior,Analytics,Overall
https://www.verywellfit.com/simple-ways-to-live-a-healthy-lifestyle-1231193,10,8.6,10,10,5.2,9.4,9.7,10,0,10,0,10,10,10,9
https://www.indushealthcare.org/blog/9-lifestyle-tips-to-prevent-heart-disease,8.3,10,9.8,10,10,8.5,0,2.6,0,10,0,10,10,10,8.5
https://blog.google/outreach-initiatives/sustainability/sustainable-living-tips-life-home/,7.8,10,9,10,10,8,10,5,0,10,10,10,5.8,10,8.9
https://www.kapiva.in/blog/healthy-lifestyle-tips/,8.1,8.6,10,10,10,9.8,9.2,5,8.6,8.4,10,8.4,10,10,9.3
https://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/healthy+living/top+tips+for+healthy+living/top+tips+for+healthy+living,9.6,10,9.9,10,10,10,8.1,10,10,10,10,10,7.2,10,9.7
https://www.infinityauto.com/knowledge-center/daily-life-and-family/healthy-tips,9,10,10,10,10,9.1,8.4,4.4,9.2,9.5,10,10,9.4,10,9.4
http://loveyourgut.com/getting-gut-healthy/lifestyle-tips/,2.8,10,9.9,10,10,8.1,0,10,9.2,9.5,10,2,10,10,8.3
https://www.infofit.ca/healthy-lifestyle/,0.6,10,10,10,10,9.9,7.7,10,9.7,8.2,10,6.8,8,10,8.4
https://grownandflown.com/tips-healthy-eating-fitness-habits-college-students/,9.7,10,10,10,10,8.3,8.1,10,10,8,0,3.6,10,10,9
https://www.murdochinstitute.wa.edu.au/blog/things-to-do/5-tips-on-how-to-stay-healthy-while-studying/,4.9,10,9.6,10,10,9.7,5.9,10,6.2,9.9,10,6.8,10,10,9
https://www.timesnownews.com/health/article/cbse-examinations-begin-today-how-to-beat-exam-stress-8-healthy-eating-tips-for-students/199913,9.7,8.6,10,10,10,10,10,10,10,9.8,0,10,10,10,9.6
https://timesofindia.indiatimes.com/life-style/health-fitness/diet/must-follow-students-guide-to-healthy-eating/articleshow/21910518.cms,4.7,7.2,8.9,10,6.8,9.8,10,10,10,10,6,8.4,9.9,4,8.3
https://healthy-food-choices-in-schools.extension.org/tips-to-create-healthier-school-environments/,9.6,10,10,10,10,8.4,1.8,10,5,9,10,2,10,10,9.1
https://www.ucsfhealth.org/education/tips-for-staying-healthy,8.7,10,9,10,10,9.7,9.1,10,10,9.4,10,10,10,10,9.7
https://www.foundationforpn.org/living-well/lifestyle/,8.6,10,9.7,10,10,8.6,7.4,10,0,9,6,6.8,10,10,8.9
https://www.hsph.harvard.edu/nutritionsource/2013/11/06/healthy-eating-ten-nutrition-tips-for-eating-right/,9.1,10,6,10,10,7.8,2.6,10,10,8.1,10,3.6,10,10,8.7
https://www.niddk.nih.gov/health-information/weight-management/healthy-eating-physical-activity-for-life/helping-your-child-tips-for-parents,9.2,10,10,10,10,9.5,2.5,10,10,8.8,10,6.8,10,10,9.4
https://www.orthoindy.com/guides/healthy-lifestyle,4.4,10,10,10,10,7.7,7.5,10,9.6,10,0,10,10,10,8.9
https://www.petersons.com/blog/9-student-tips-to-boost-mental-health-and-wellness-amid-covid/,7.3,10,9.9,10,7.6,8.8,8.2,10,9.1,10,10,10,6.4,10,9.2
https://www.ndtv.com/health/weight-loss-how-to-continue-following-a-healthy-lifestyle-in-the-long-run-2374016,5.7,7.8,6.9,10,3.6,9,9.4,10,10,2.7,0,10,9.4,10,7.8
https://www.nhs.uk/live-well/eat-well/eight-tips-for-healthy-eating/,10,10,10,10,10,7.6,10,10,0,10,10,8.4,7.6,10,9.2
https://youthincmag.com/10-effective-healthy-eating-habits-for-students,8.1,8.6,10,10,10,10,7.4,10,9.1,8.1,10,3.6,7,10,8.8
https://www.theguardian.com/education/2015/jan/05/student-food-shopping-top-tips-for-staying-healthy-on-a-budget,9.5,10,10,10,10,9.9,8.8,10,10,9.9,10,10,9.4,10,9.9
https://www.buffalo.edu/studentlife/life-on-campus/health/healthy-decisions/healthy-eating.html,9.4,10,10,10,3.6,9.8,6.2,10,10,8.8,10,10,8.6,10,9.3
https://tutorbin.com/blog/top-7-study-tips-for-students/,8,8.6,10,9,10,9.1,7.9,10,6.9,7.7,8,10,8,10,8.9
https://www.helpguide.org/articles/healthy-eating/healthy-eating.htm,7.6,8.6,9,10,4.4,9.5,9.3,10,9.7,9.9,10,10,9.7,10,9.2
https://www.geneseo.edu/health/eating_exercise,9.9,10,10,10,10,8.6,7.1,10,10,9.2,10,10,6.4,10,9.5
https://www.mytutor.co.uk/university-advice/eating-healthily-on-a-budget-5-tips-for-students/,9.2,10,10,10,10,9.5,9,10,9.4,8.3,0,10,10,10,9.4
https://www.childrenscolorado.org/doctors-and-departments/departments/weight-management-program/healthy-lifestyle-tips-for-kids/,9.9,10,10,10,10,10,5.7,10,10,10,10,10,10,10,9.9
https://harvest.net/5-tips-for-staying-healthy-while-studying-in-the-usa/,2.3,10,6.9,10,8.8,8.5,7.5,10,0,8.3,10,10,10,10,8.2
https://www.studenthealth.gov.hk/english/health/health_hl/health_hl_ahl.html,7.4,8.6,0,10,5.2,5.9,7.8,10,0,9.8,8,2,9.4,0,6.7
https://www.myunidays.com/GB/en-GB/blog/article/5-tips-for-staying-healthy-at-uni,9.7,10,9.9,10,8.8,9.1,9.2,10,9.9,10,0,10,8,0,8.8
https://scholarlyoa.com/healthy-lifestyle-tips-for-adults/,5.8,10,10,10,10,9.3,9.8,10,0,3.3,10,3.6,10,0,7.4
https://www.superkidsnutrition.com/tips-college-students-healthy-weight-management/,9.1,10,10,10,10,9.1,6.3,10,9,8.2,10,6.8,10,10,9.4
https://www.usf.edu/student-affairs/wellbeing/health-topics/healthy-eating/,9.8,10,10,10,5.2,9,7.1,10,0,10,10,10,5.4,10,9
https://www.oxbridgeacademy.edu.za/blog/8-tips-for-healthy-eating-on-a-student-budget/,8.1,10,10,10,10,9.3,7.2,10,9.5,8.4,10,8.4,7,10,9.2
https://www.simcoemuskokahealth.org/HealthUnit/Workplaces/Schools/School-Health-Well-Being/PlanningInitiatives/Healthy-Eating,8.8,10,10,10,6.4,8.6,7.4,3.5,9.9,10,10,5.2,8.4,10,8.9
https://www.schooldays.ie/articles/5-tips-for-healthy-eating-when-studying,8.9,10,6.7,10,8.4,7.6,6.4,10,9.7,9.2,0,5.2,5.4,8,8.3
https://kidshealth.org/en/parents/habits.html,10,10,10,10,4.8,6.9,9.7,2.6,0,9.4,0,10,7.8,10,8.4
https://www.sccmha.org/healthcare-partnerships/100-wellness-tips/,7.8,7.7,0,6.7,8,4.5,7.9,10,0,10,6.7,4,8.9,6.7,6.9
https://www.skillsyouneed.com/learn/stay-healthy-during-exams.html,9.7,10,10,10,6.4,9.8,9.1,10,9.6,10,4,10,9.6,10,9.6
https://uhs.umich.edu/healthtopics-a-z,9.8,10,9.9,10,10,7.9,2.1,2.7,9.2,10,10,10,7,10,9.1
https://www.reliablecounter.com/blog/5-tips-for-students-to-maintain-a-healthy-lifestyle/,2.2,10,10,10,3.6,6.7,8.4,1.6,0,9.8,10,3.6,8.4,10,7.4
https://www.vaughn.edu/blog/wellness-tips-to-boost-your-energy-while-distance-learning/,7.7,8.6,10,10,10,9.9,5.4,10,8.8,10,10,8.4,9.4,10,9.3
https://www.chrichmond.org/services/weight-management-and-healthy-lifestyles-center/how-healthy-happens,9.7,10,8.9,10,8.8,9.4,6.7,10,9.7,9.7,10,8.4,8.8,10,9.5
https://www.phillytrib.com/the_learning_key/healthy-eating-tips-for-the-busy-high-school-student/article_a9f00911-7716-5f16-ac43-d033a2b675f1.html,10,10,6,10,6.4,10,8.1,10,10,9.7,0,3.6,10,10,8.9
https://www.theschoolrun.com/homework-help/keeping-healthy,9.8,10,9,10,10,9.4,8.2,10,10,9,10,10,10,10,9.7
https://www.wgu.edu/heyteach/article/7-steps-to-take-if-you-want-to-be-a-healthy-teacher1806.html,10,10,9.9,10,5.2,9.9,6.2,10,10,10,10,8.4,10,10,9.6
https://preventionpluswellness.com/pages/healthy-lifestyle-guidelines-for-youth-and-young-adult-goal-setting,9.9,10,10,10,10,8.2,7.2,5,0,10,10,10,10,0,8.7
https://dhss.delaware.gov/dhss/dph/dpc/eatright.html,8.5,8.6,7,7,10,7.1,2.9,10,10,10,8,8,4.2,8,8.2
https://www.acponline.org/membership/medical-students/acp-impact/archive/august-2016/medical-student-perspective-tips-on-how-to-be-healthy-in-medical-school,8.6,10,9,10,10,9.8,9.3,10,10,10,10,10,9.4,10,9.7
https://www.netdoctor.co.uk/healthy-living/wellbeing/advice/a26020/health-tips-your-doctor-wishes-you-would-follow/,8.5,4.1,1.7,10,10,8.7,8.8,10,10,8,0,8.4,9.9,0,7.3
https://www.statesmanjournal.com/story/news/local/silverton/2020/12/23/tips-children-stay-healthy-during-pandemic/3960235001/,2.1,8.6,9.9,10,10,10,7.9,10,10,8.9,10,6.8,8,0,7.8
https://www.uspm.com/how-to-maintain-a-healthy-eating-lifestyle/,2.5,10,10,10,10,9.6,6.7,10,8.8,8.3,10,10,10,10,8.9
https://startcooking.com/10-tips-for-healthy-eating-during-exams,10,3,10,10,10,9.2,6.2,4.6,0,8.6,10,2,9.6,10,7.9
https://lifesum.com/nutrition-explained/maintain-your-healthy-lifestyle-with-these-7-tips,8.6,10,7,10,10,7.2,7.6,10,0,9.7,0,5.2,6.2,0,7.6
https://www.bajajallianz.com/blog/health-insurance-articles/how-to-maintain-a-healthy-lifestyle-tips-from-a-doctor.html,6.7,10,9,10,5.2,9.7,8.9,10,10,9.9,0,10,10,10,9.1
https://blog.reallygoodstuff.com/25-tips-for-creating-a-healthy-classroom-environment/,8.9,10,7,10,10,7.5,5.8,3.8,0,8.6,10,5.2,10,10,8.3
https://www.sane.org/information-stories/facts-and-guides/healthy-living,9.5,10,9.9,10,10,9.3,7.4,10,10,9.7,10,10,9.6,10,9.8
https://foodinsight.org/healthy-eating-on-campus-101/,4.1,8.6,10,10,10,8.5,8,10,10,8.2,0,3.6,10,10,8.3
https://www.eatright.org/health/weight-loss/your-health-and-your-weight/helping-kids-maintain-a-healthy-body-weight-a-cheat-sheet-for-success,9.4,10,6,10,10,8.4,9.2,5,10,10,10,5.2,10,10,9.2
https://www.medicalnewstoday.com/articles/322268,4.6,3,10,10,10,10,10,10,0,8,0,10,10,0,7.2
https://home.howstuffworks.com/community-living/5-tips-staying-healthy-living-dorm.htm,9.7,10,9.5,10,6.4,9.9,2.4,10,0,9.8,10,10,10,10,9.2
https://www.healthgrades.com/right-care/lifestyle-and-wellness/10-ways-to-stay-healthy-in-the-dorm,8.9,10,0.2,10,6.4,6.3,9.8,5,9.8,7.2,0,10,10,10,8.2
https://www.actionforhealthykids.org/activity/social-media-to-promote-health/,9.5,10,9,10,10,9.2,8.5,10,10,8.4,10,2,10,10,9.2
https://simple.wikipedia.org/wiki/Healthy_lifestyle,9.9,7.2,10,10,8.8,9,2.1,10,0,8,10,2,9.8,0,7.7
https://www.ncertbooks.guru/healthy-lifestyle-essay/,10,10,10,10,10,9.3,8.9,5.3,0,8,10,10,10,10,9.2
https://www.aarp.org/health/healthy-living/info-2017/50-ways-to-live-longer.html,8.8,10,9.4,10,3.6,10,10,10,0,8.8,10,10,8,10,8.9
https://www.careinsurance.com/blog/health-insurance-articles/healthy-aging-essential-healthy-lifestyle-tips-for-seniors,9.8,10,9.9,10,8.8,10,9.2,3.1,9.8,8.5,0,10,7.6,10,9
https://riseandshine.childrensnational.org/maintaining-healthy-habits-during-the-covid-19-pandemic/,8.5,10,4,10,8.8,6.5,5,10,0,8.9,10,5.2,7,10,8.1
https://uhs.berkeley.edu/news/tips-eating-healthy-busy-schedule,10,10,10,10,10,9.3,2.2,10,9.4,8.9,10,2,10,10,9.2
https://www.unitedwaydm.org/blog/5-ways-to-improve-health-in-your-community,6,9.7,9.9,10,10,9.8,5.6,10,9.6,9.9,0,10,7.6,10,9
https://www.harrisschool.edu/8-exercise-tips-for-busy-students/,7.6,10,9,10,10,8.5,4.6,10,5,8.6,0,10,10,10,9
https://www.oakbendmedcenter.org/2018/05/23/14-steps-to-a-healthy-lifestyle/,0,10,4.6,10,10,8.5,7.4,10,9.1,9.9,10,3.6,7,10,7.8
https://www.briantracy.com/blog/personal-success/3-easy-habits-to-a-healthy-lifestyle/,8.5,9.7,9,10,5.2,8.3,9.4,1.8,10,10,6,10,8,10,8.8
https://www.mdanderson.org/publications/focused-on-health/FOH-healthy-lifestyle.h11-1589835.html,9,10,10,10,5.2,9.5,9.3,10,10,10,10,8.4,10,10,9.5
https://www.ucl.ac.uk/students/news/2020/dec/8-top-tips-staying-healthy-veggie-or-vegan-student,9.6,10,10,10,10,7.9,9.5,10,10,9.1,8,8.4,10,10,9.6
https://www.healthnavigator.org.nz/healthy-living/c/covid-19-staying-healthy-in-a-lockdown/,9.4,10,9,10,10,9.4,8.2,10,8.4,9.6,10,10,7,10,9.5
https://www.pinterest.com/marielane926/healthy-living/,10,8.6,0,10,10,0,9.9,5,0,10,10,10,8.2,0,7.1
https://www.makeschool.com/blog/10-selfcare-tips-for-college-students,9.2,10,9.9,10,10,9.6,7.5,10,9.8,9.3,0,10,9.7,10,9.5
https://www.diabetes.org.uk/guide-to-diabetes/enjoy-food/eating-with-diabetes/10-ways-to-eat-well-with-diabetes,9.9,10,9,10,8.8,9,8.8,10,10,8.5,10,8.4,7,10,9.4
https://www.cbsnews.com/news/50-weight-loss-tips-for-college-students/,0,8.6,6,10,6.4,6.6,9,10,10,8,4,8.4,10,0,7
https://familydoctor.org/teenagers-how-to-stay-healthy/,9.2,10,10,10,10,9,8.9,10,10,8.6,10,10,10,10,9.7
https://www.healthychildren.org/English/ages-stages/teen/nutrition/Pages/A-Teenagers-Nutritional-Needs.aspx,8.4,10,8,10,3.6,7.5,9.4,10,10,10,10,10,8,10,9.1
http://dietitian.co.nz/articles/eating-well-for-teenage-girls.pdf,9.4,10,8.5,10,10,7.8,0,1.5,0,8.1,0,10,10,10,7.9
https://www.verywellhealth.com/teens-bad-food-habits-2610256,10,8.6,9,10,5.2,9.2,10,10,0,8.8,0,10,10,10,8.8
https://www.supersavvyme.co.uk/health/healthy-eating/nutrition-for-girls-over-10-and-teens,10,10,7,10,10,7.7,7,10,0,8,0,8.4,10,10,8.7
https://www.medindia.net/patients/lifestyleandwellness/diet-tips-for-teens.htm,8.9,8.6,9,10,5.2,9.3,9.2,10,9.7,8.8,0,6.8,10,10,8.8
https://rallycenteret.dk/Healthy-Diet-Plan-For-Teenage-Girl-To-Gain-Weight_183843/,6.6,10,9,10,10,7.9,0,10,0,9.5,10,2,10,10,8.3
https://healthengine.com.au/info/nutrition-in-adolescent-girls,9.8,8.6,6,8,10,7.5,8.9,6.2,9.7,10,8,4.8,7,8,8.3
https://naturalsuperkids.com/nutrition-for-teenagers-tips/,6.8,10,10,10,10,9,4.9,10,0,8.4,10,2,10,10,8.5
https://www.australianeggs.org.au/what-we-do/healthcare-professionals/hcp-factsheets/eggs-in-children-and-adolescents,10,10,10,10,10,9.3,8,10,9.1,8,10,8.4,10,10,9.6
https://shelfcooking.com/food-for-teenagers/,2.9,10,9,10,10,9.7,5.6,10,0,9.3,10,6.8,10,0,7.7
https://dietitiansaustralia.org.au/smart-eating-for-you/smart-eating-fast-facts/teens/,9.7,8.6,7,10,8.4,6,9.3,10,10,8,8,2,7.6,8,8.2
https://fustany.com/en/beauty/health--fitness/teenage-weight-loss-tips,6,10,10,10,10,10,8.8,10,10,2,0,10,8,10,8.4
https://dune.une.edu/an_studhandouts/,10,10,5,10,6.4,7.3,1.8,10,0,8,10,3.6,9.6,10,8.2
https://www.additudemag.com/win-the-food-fight/,9.6,10,9,10,6.4,9.5,9.5,10,10,8,10,6.8,10,10,9.3
https://livehealthy.chron.com/healthy-lunch-teen-girls-trying-lose-weight-9853.html,7.5,10,10,10,5.2,8.8,2.2,1.7,0,10,10,10,10,10,8.5
https://www.superkidsnutrition.com/3-easy-ways-to-get-your-teenager-to-eat-breakfast/,9.1,10,10,10,10,9.1,6.3,10,9,8.2,10,6.8,10,10,9.4
https://www.ridgmountpractice.nhs.uk/syndication/live-well/eat-well/healthy-eating-for-teens,4.5,10,9,10,10,6.8,6.9,10,0,9.1,10,10,8.4,10,8.5
https://www.superhealthykids.com/recipes/top-8-healthy-snacks-teenagers/,0.5,10,0,10,10,8.7,8.2,6.9,10,10,0,5.2,10,10,7.5
https://www.health.govt.nz/your-health/healthy-living/food-activity-and-sleep/healthy-weight/healthy-eating-teenagers,9.6,10,10,10,8.8,8.8,8.7,10,10,9.1,10,10,10,10,9.7
https://www.cookinglight.com/eating-smart/nutrition-101/how-to-talk-to-teen-losing-weight,7.4,8.6,3.8,8,8.8,6.5,8.8,10,10,10,8,8,10,0,7.7
https://wakemedvoices.com/2019/10/a-healthy-weight-and-body-image-for-teenage-girls/,6.6,10,10,10,10,9.3,4.4,10,0,8.7,10,3.6,7,0,7.7
https://www.gracepointwellness.org/1342-child-development-parenting-adolescence-12-24/article/45509-teenage-caloric-requirements,7.9,10,10,10,8,8.8,7.6,10,7.9,9.3,0,2,3.4,10,8.3
https://www.quora.com/How-did-you-lose-weight-as-a-teenager,10,7.2,0,10,10,0,10,5,0,10,0,2,8.2,0,6.3
https://www.planetayurveda.com/library/diet-plan-for-young-girls-during-puberty-patients/,9.5,10,10,10,10,9.9,8.5,10,8.1,9.6,10,10,10,10,9.8
https://www.healthyfood.com/advice/what-to-feed-sporty-teens/,9.7,10,10,10,10,9.2,8.2,10,9.8,8.2,10,6.8,10,2,8.9
https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/pcos-on-the-rise-among-teenage-girls/articleshow/32604739.cms,4.7,7.2,8.9,10,6.8,9.8,10,10,10,10,6,8.4,9.9,4,8.3
https://www.thenationshealth.org/content/45/10/36,9.6,10,10,10,10,8.3,6.6,10,10,9.5,0,2,8.4,10,8.9
https://www.chef4cf.com/nutrition-guide/healthy-eating/teen,9.2,10,10,10,10,7.6,0,10,0,10,10,8.4,10,10,9.1
https://developingminds.net.au/blog/2016/6/14/teenage-girls-eating-and-weight-why-we-cant-leave-it-in-entirely-up-to-them,8.5,10,10,10,10,8.7,6.1,10,0,10,0,6.8,10,10,8.9
https://www.betterhealth.vic.gov.au/health/HealthyLiving/parents-guide-for-active-girls,10,10,10,10,10,7.4,9.2,10,10,10,10,10,8.4,10,9.7
https://www.beeflambnz.co.nz/iron-deficiency-teenage-girls,6.2,10,8,10,10,8.2,5.3,10,0,10,0,2,9.2,10,8.1
https://food.ndtv.com/health/why-teenage-girls-should-never-take-diet-pills-for-weight-loss-1697131,8.4,8.6,9,10,3.6,9.6,2.6,10,10,4,0,10,10,10,8.3
https://buband.com/blogs/news/healthy-eating-tips-for-teenage-girls,6,10,10,10,10,9.5,3.9,1.7,0,10,0,10,10,0,7.7
https://www.cdc.gov/scienceambassador/documents/healthy-eating-pa.pdf,9.7,3,8,10,8.8,8.8,10,10,10,10,10,10,10,10,9
https://www.pakwangali.in/food-news/national-girl-child-day-diet-for-girl-healthy-and-balanced-diet-all-vitamins-and-minerals-in-hindi/article/957680.html,0,10,5,9,10,8.1,8.3,5,8.5,2.5,0,10,8,10,7.1
https://www.parents.com/kids/teens/weight-loss/help-kids-lose-weight/,8.5,8.6,4.9,8,6.4,6.5,9.5,10,0,9.4,8,8,9,0,7.4
https://timesofindia.indiatimes.com/life-style/health-fitness/diet/diet-plan-here-is-what-your-kid-should-eat/articleshow/51559475.cms,4.7,7.2,8.9,10,6.8,9.8,10,10,10,10,6,8.4,9.9,4,8.3
https://blog.decathlon.in/articles/weight-loss-indian-diet-chart,3.4,10,10,10,10,9.7,2.8,10,0,9.2,0,10,10,10,8.4
https://food-guide.canada.ca/en/tips-for-healthy-eating/teens/,9.2,10,10,10,10,8.1,2.2,10,0,8.2,10,6.8,10,10,8.9
https://www.timesnownews.com/health/article/anxiety-can-increase-the-risk-of-eating-disorders-in-teenage-girls-watch-out-for-these-symptoms/529217,9.7,8.6,10,10,10,10,10,10,10,9.8,0,10,10,10,9.6
https://bellyfatzone.com/how-to-lose-belly-fat-for-teenage-girls/,5.6,10,8,10,10,9.3,7.8,10,0,8.2,4,8.4,7.6,0,7.7
https://www.oprah.com/spirit/help-your-teenage-daughter-manage-her-weight-evelyn-resh/all,4.2,10,6,10,8,8.5,8.9,10,5,10,10,10,9.7,10,8.8
https://jillcastle.com/teenager-nutrition/7-ways-support-teen-growth-spurt/,8.9,10,10,8,10,9.5,6.6,9.5,10,6.3,0,10,10,10,8.9
https://www.childrens.com/health-wellness/what-young-athletes-should-eat-to-perform-their-best,9.9,10,10,10,10,9,8.4,2.3,10,8.4,10,10,10,10,9.4
https://diatribe.org/10-tips-teenagers-live-well-type-1-diabetes,9.4,10,9,10,10,9.3,8.5,7.6,5,8.8,10,6.8,8.2,10,9.2
https://www.canadianliving.com/health/nutrition/article/teaching-healthy-eating-habits-to-teens,3.9,10,9,10,10,8.1,7.9,10,10,9.3,10,10,10,10,9
https://ndtv.in/health/weight-loss-tips-in-hindi-weight-loss-tips-in-hindi-for-girl-at-home-best-exercises-for-weight-loss-2113176,0,7.8,10,9,3.6,9.4,10,10,10,4.2,0,10,9.4,10,7.4
https://thenourishedchild.com/teenage-weight-gain-what-to-do/,4.1,10,10,10,10,8.7,7.8,10,0,9.4,0,10,10,10,8.6
https://www.amazon.com/Intuitive-Eating-Workbook-Teens-Relationship/dp/1684031443,9.2,3,7,10,4,7.6,9.8,10,0,8.6,0,2,7.4,0,6.5
https://www.news-medical.net/health/Diet-for-Obese-Children-and-Teenagers.aspx,9.7,8.6,9,10,10,9.8,9.5,0.8,10,9.1,10,5.2,10,10,8.9
https://blog.nasm.org/how-to-coach-adolescents-on-nutrition-decisions,7.5,10,6,10,10,9.3,3.8,10,0,10,0,10,10,0,8
https://yourdreamtale.com/5-healthy-diet-tips-and-a-diet-plan-for-your-teenage-boy/,10,10,10,10,10,9.6,3.8,3.4,6.7,8.1,10,3.6,10,10,8.8
https://www.realmomnutrition.com/help-your-teenager-with-picky-eating/,8.7,8.6,8.9,10,10,8.7,7.6,10,0,8,10,2,10,10,8.5
https://www.vrg.org/nutrition/teennutrition.htm,8.8,3,4.8,8,7.6,7.3,7.1,10,9.4,9.5,2,8,9.6,4,7.4
https://www.active.com/fitness/calculators/bmr,9,8.6,5.8,9,10,9.4,9.8,10,10,9.6,0,10,10,10,9
http://ontm.lacasucciadiassisi.it/skinny-fat-to-fit-female.html,10,3,10,10,10,10,1,5,0,10,0,10,10,0,7.1
https://www.news.com.au/national/nsw-act/news/teenage-girl-flown-to-hospital-in-serious-but-stable-condition-after-quad-bike-accident/news-story/5239e6f79e03d9b16dce2d121a12d4f2,8.1,8.6,10,10,10,7.9,9.5,10,10,7.8,0,8.4,10,2,8.4
http://lyru.farmaciacampofiorenzo.it/proana-thinspiration-stories.html,10,6.5,7.5,10,10,8.1,1,10,0,10,0,2,9.8,0,6.8
https://www.issaonline.com/blog/index.cfm/kids-and-strength-training-when-can-they-start,9.3,10,10,10,10,9.5,8.4,10,0,10,10,10,10,10,9.5
https://www.healthdirect.gov.au/anorexia-nervosa,9.3,10,10,10,10,9.4,9.4,10,9.1,10,10,10,6.8,10,9.6
https://parade.com/1035465/marynliles/birthday-quotes/,6.1,10,10,10,10,8.9,9.5,3.1,10,10,10,6.8,10,10,9
https://www.zappautomacao.com.br/wp-content/cmolu5/yu9d4gb.php?id=05ce23-muscle-building-diet-for-teenage-girl,6.8,10,5,10,4,7.4,7.2,0.7,0,8,0,2,7.6,0,5.8
https://www.primature.gov.mg/index.php/Healthy/Healthy-Diet-Chart/For-Teenage-Girl-To-Gain-Weight_4d09a800b.htm,4.4,10,9.4,10,10,8.9,6.8,10,0,8.4,10,2,7.6,0,7.4
https://itvocana.com/?LOSS=how-to-lose-weight-fast-as-a-teenage-girl,1.9,10,9,10,10,8.6,0,1,7.4,9,0,2,7,0,6.5
https://examples.yourdictionary.com/hasty-generalization-examples-and-how-to-avoid-them.html,9.3,10,10,10,5.2,9.9,4.7,10,0,10,2,10,10,2,8.5
